"Variable_class","Sub_variable_class_1","Sub_variable_class_2","Scenario","Region","Sector","Units","year","value"
"Electricity generation","Oil","","FPS","ZAF","Power","TWh","2020",0.167773535
"Electricity generation","Oil","","FPS","SEAO","Power","TWh","2020",13.34820548
"Electricity generation","Oil","","FPS","KOR","Power","TWh","2020",11.47017645
"Electricity generation","Oil","","FPS","SSA","Power","TWh","2020",21.64771673
"Electricity generation","Oil","","FPS","GBR","Power","TWh","2020",1.061651387
"Electricity generation","Oil","","FPS","USA","Power","TWh","2020",40.10229795
"Electricity generation","Oil","","FPS","WEU","Power","TWh","2020",47.84861119
"Electricity generation","Oil","","FPS","WORLD","Power","TWh","2020",715.4090333
"Electricity generation","Natural gas","","FPS","AUS","Power","TWh","2020",51.91504867
"Electricity generation","Natural gas","","FPS","BRA","Power","TWh","2020",55.76353592
"Electricity generation","Natural gas","","FPS","CAN","Power","TWh","2020",54.04561852
"Electricity generation","Natural gas","","FPS","CHN","Power","TWh","2020",237.4922762
"Electricity generation","Natural gas","","FPS","CSA","Power","TWh","2020",364.6257533
"Electricity generation","Natural gas","","FPS","EEU","Power","TWh","2020",43.39821465
"Electricity generation","Natural gas","","FPS","EURA","Power","TWh","2020",166.2556348
"Electricity generation","Natural gas","","FPS","GCC","Power","TWh","2020",491.9606389
"Electricity generation","Natural gas","","FPS","IND","Power","TWh","2020",74.33317662
"Electricity generation","Natural gas","","FPS","IDN","Power","TWh","2020",65.26972905
"Electricity generation","Natural gas","","FPS","JPN","Power","TWh","2020",347.8158282
"Electricity generation","Natural gas","","FPS","MENA","Power","TWh","2020",700.0420831
"Electricity generation","Natural gas","","FPS","RUS","Power","TWh","2020",474.9572762
"Electricity generation","Natural gas","","FPS","SA","Power","TWh","2020",119.1189591
"Electricity generation","Natural gas","","FPS","ZAF","Power","TWh","2020",0
"Electricity generation","Natural gas","","FPS","SEAO","Power","TWh","2020",386.7418083
"Electricity generation","Natural gas","","FPS","KOR","Power","TWh","2020",141.5526576
"Electricity generation","Natural gas","","FPS","SSA","Power","TWh","2020",57.74042722
"Electricity generation","Natural gas","","FPS","GBR","Power","TWh","2020",134.4682019
"Electricity generation","Natural gas","","FPS","USA","Power","TWh","2020",1422.939454
"Electricity generation","Natural gas","","FPS","WEU","Power","TWh","2020",433.1901992
"Electricity generation","Natural gas","","FPS","WORLD","Power","TWh","2020",5823.626522
"Electricity generation","Natural gas CCS","","FPS","AUS","Power","TWh","2020",0
"Electricity generation","Natural gas CCS","","FPS","BRA","Power","TWh","2020",0
"Electricity generation","Natural gas CCS","","FPS","CAN","Power","TWh","2020",0
"Electricity generation","Natural gas CCS","","FPS","CHN","Power","TWh","2020",0
"Electricity generation","Natural gas CCS","","FPS","CSA","Power","TWh","2020",0
"Electricity generation","Natural gas CCS","","FPS","EEU","Power","TWh","2020",0
"Electricity generation","Natural gas CCS","","FPS","EURA","Power","TWh","2020",0
"Electricity generation","Natural gas CCS","","FPS","GCC","Power","TWh","2020",0
"Electricity generation","Natural gas CCS","","FPS","IND","Power","TWh","2020",0
"Electricity generation","Natural gas CCS","","FPS","IDN","Power","TWh","2020",0
"Electricity generation","Natural gas CCS","","FPS","JPN","Power","TWh","2020",0
"Electricity generation","Natural gas CCS","","FPS","MENA","Power","TWh","2020",0
"Electricity generation","Natural gas CCS","","FPS","RUS","Power","TWh","2020",0
"Electricity generation","Natural gas CCS","","FPS","SA","Power","TWh","2020",0
"Electricity generation","Natural gas CCS","","FPS","ZAF","Power","TWh","2020",0
"Electricity generation","Natural gas CCS","","FPS","SEAO","Power","TWh","2020",0
"Electricity generation","Natural gas CCS","","FPS","KOR","Power","TWh","2020",0
"Electricity generation","Natural gas CCS","","FPS","SSA","Power","TWh","2020",0
"Electricity generation","Natural gas CCS","","FPS","GBR","Power","TWh","2020",0
"Electricity generation","Natural gas CCS","","FPS","USA","Power","TWh","2020",0
"Electricity generation","Natural gas CCS","","FPS","WEU","Power","TWh","2020",0
"Electricity generation","Natural gas CCS","","FPS","WORLD","Power","TWh","2020",0
"Electricity generation","Nuclear","","FPS","AUS","Power","TWh","2020",0
"Electricity generation","Nuclear","","FPS","BRA","Power","TWh","2020",15.7051809
"Electricity generation","Nuclear","","FPS","CAN","Power","TWh","2020",84.66001204
"Electricity generation","Nuclear","","FPS","CHN","Power","TWh","2020",307.0194778
"Electricity generation","Nuclear","","FPS","CSA","Power","TWh","2020",18.68491966
"Electricity generation","Nuclear","","FPS","EEU","Power","TWh","2020",89.50326806
"Electricity generation","Nuclear","","FPS","EURA","Power","TWh","2020",77.53105631
"Electricity generation","Nuclear","","FPS","GCC","Power","TWh","2020",0
"Electricity generation","Nuclear","","FPS","IND","Power","TWh","2020",37.47264148
"Electricity generation","Nuclear","","FPS","IDN","Power","TWh","2020",0
"Electricity generation","Nuclear","","FPS","JPN","Power","TWh","2020",58.65178253
"Electricity generation","Nuclear","","FPS","MENA","Power","TWh","2020",7.031714069
"Electricity generation","Nuclear","","FPS","RUS","Power","TWh","2020",180.7506439
"Electricity generation","Nuclear","","FPS","SA","Power","TWh","2020",10.82445387
"Electricity generation","Nuclear","","FPS","ZAF","Power","TWh","2020",10.82893343
"Electricity generation","Nuclear","","FPS","SEAO","Power","TWh","2020",25.99261823
"Electricity generation","Nuclear","","FPS","KOR","Power","TWh","2020",119.247223
"Electricity generation","Nuclear","","FPS","SSA","Power","TWh","2020",0
"Electricity generation","Nuclear","","FPS","GBR","Power","TWh","2020",65.30523942
"Electricity generation","Nuclear","","FPS","USA","Power","TWh","2020",796.8492778
"Electricity generation","Nuclear","","FPS","WEU","Power","TWh","2020",639.38371
"Electricity generation","Nuclear","","FPS","WORLD","Power","TWh","2020",2545.442152
"Electricity generation","Hydro","","FPS","AUS","Power","TWh","2020",15.81758705
"Electricity generation","Hydro","","FPS","BRA","Power","TWh","2020",411.2993594
"Electricity generation","Hydro","","FPS","CAN","Power","TWh","2020",342.2158641
"Electricity generation","Hydro","","FPS","CHN","Power","TWh","2020",1317.083295
"Electricity generation","Hydro","","FPS","CSA","Power","TWh","2020",341.3972707
"Electricity generation","Hydro","","FPS","EEU","Power","TWh","2020",50.85940671
"Electricity generation","Hydro","","FPS","EURA","Power","TWh","2020",98.34366643
"Electricity generation","Hydro","","FPS","GCC","Power","TWh","2020",0
"Electricity generation","Hydro","","FPS","IND","Power","TWh","2020",158.0557083
"Electricity generation","Hydro","","FPS","IDN","Power","TWh","2020",24.61540183
"Electricity generation","Hydro","","FPS","JPN","Power","TWh","2020",77.18512684
"Electricity generation","Hydro","","FPS","MENA","Power","TWh","2020",100.716217
"Electricity generation","Hydro","","FPS","RUS","Power","TWh","2020",178.2271513
"Electricity generation","Hydro","","FPS","SA","Power","TWh","2020",54.36784719
"Electricity generation","Hydro","","FPS","ZAF","Power","TWh","2020",1.089491652
"Electricity generation","Hydro","","FPS","SEAO","Power","TWh","2020",210.2146955
"Electricity generation","Hydro","","FPS","KOR","Power","TWh","2020",3.166200811
"Electricity generation","Hydro","","FPS","SSA","Power","TWh","2020",111.5374013
"Electricity generation","Hydro","","FPS","GBR","Power","TWh","2020",5.815101774
"Electricity generation","Hydro","","FPS","USA","Power","TWh","2020",295.2066424
"Electricity generation","Hydro","","FPS","WEU","Power","TWh","2020",475.8644229
"Electricity generation","Hydro","","FPS","WORLD","Power","TWh","2020",4273.077858
"Electricity generation","Biomass","","FPS","AUS","Power","TWh","2020",3.630111988
"Electricity generation","Biomass","","FPS","BRA","Power","TWh","2020",58.87113994
"Electricity generation","Biomass","","FPS","CAN","Power","TWh","2020",9.850430819
"Electricity generation","Biomass","","FPS","CHN","Power","TWh","2020",117.953187
"Electricity generation","Biomass","","FPS","CSA","Power","TWh","2020",20.28474212
"Electricity generation","Biomass","","FPS","EEU","Power","TWh","2020",22.51058638
"Electricity generation","Biomass","","FPS","EURA","Power","TWh","2020",0.848164108
"Electricity generation","Biomass","","FPS","GCC","Power","TWh","2020",0
"Electricity generation","Biomass","","FPS","IND","Power","TWh","2020",49.01475288
"Electricity generation","Biomass","","FPS","IDN","Power","TWh","2020",15.87837941
"Electricity generation","Biomass","","FPS","JPN","Power","TWh","2020",43.52737713
"Electricity generation","Biomass","","FPS","MENA","Power","TWh","2020",2.726822118
"Electricity generation","Biomass","","FPS","RUS","Power","TWh","2020",2.516224886
"Electricity generation","Biomass","","FPS","SA","Power","TWh","2020",1.278322231
"Electricity generation","Biomass","","FPS","ZAF","Power","TWh","2020",0.451492836
"Electricity generation","Biomass","","FPS","SEAO","Power","TWh","2020",24.77316453
"Electricity generation","Biomass","","FPS","KOR","Power","TWh","2020",8.212158571
"Electricity generation","Biomass","","FPS","SSA","Power","TWh","2020",1.288789729
"Electricity generation","Biomass","","FPS","GBR","Power","TWh","2020",44.22962377
"Electricity generation","Biomass","","FPS","USA","Power","TWh","2020",80.4461497
"Electricity generation","Biomass","","FPS","WEU","Power","TWh","2020",150.932819
"Electricity generation","Biomass","","FPS","WORLD","Power","TWh","2020",659.2244392
"Electricity generation","Biomass CCS","","FPS","AUS","Power","TWh","2020",0
"Electricity generation","Biomass CCS","","FPS","BRA","Power","TWh","2020",0
"Electricity generation","Biomass CCS","","FPS","CAN","Power","TWh","2020",0
"Electricity generation","Biomass CCS","","FPS","CHN","Power","TWh","2020",0
"Electricity generation","Biomass CCS","","FPS","CSA","Power","TWh","2020",0
"Electricity generation","Biomass CCS","","FPS","EEU","Power","TWh","2020",0
"Electricity generation","Biomass CCS","","FPS","EURA","Power","TWh","2020",0
"Electricity generation","Biomass CCS","","FPS","GCC","Power","TWh","2020",0
"Electricity generation","Biomass CCS","","FPS","IND","Power","TWh","2020",0
"Electricity generation","Biomass CCS","","FPS","IDN","Power","TWh","2020",0
"Electricity generation","Biomass CCS","","FPS","JPN","Power","TWh","2020",0
"Electricity generation","Biomass CCS","","FPS","MENA","Power","TWh","2020",0
"Electricity generation","Biomass CCS","","FPS","RUS","Power","TWh","2020",0
"Electricity generation","Biomass CCS","","FPS","SA","Power","TWh","2020",0
"Electricity generation","Biomass CCS","","FPS","ZAF","Power","TWh","2020",0
"Electricity generation","Biomass CCS","","FPS","SEAO","Power","TWh","2020",0
"Electricity generation","Biomass CCS","","FPS","KOR","Power","TWh","2020",0
"Electricity generation","Biomass CCS","","FPS","SSA","Power","TWh","2020",0
"Electricity generation","Biomass CCS","","FPS","GBR","Power","TWh","2020",0
"Electricity generation","Biomass CCS","","FPS","USA","Power","TWh","2020",0
"Electricity generation","Biomass CCS","","FPS","WEU","Power","TWh","2020",0
"Electricity generation","Biomass CCS","","FPS","WORLD","Power","TWh","2020",0
"Electricity generation","Solar","","FPS","AUS","Power","TWh","2020",11.87859072
"Electricity generation","Solar","","FPS","BRA","Power","TWh","2020",5.047991884
"Electricity generation","Solar","","FPS","CAN","Power","TWh","2020",4.037671069
"Electricity generation","Solar","","FPS","CHN","Power","TWh","2020",234.152072
"Electricity generation","Solar","","FPS","CSA","Power","TWh","2020",11.88649862
"Electricity generation","Solar","","FPS","EEU","Power","TWh","2020",30.21367129
"Electricity generation","Solar","","FPS","EURA","Power","TWh","2020",2.702948307
"Electricity generation","Solar","","FPS","GCC","Power","TWh","2020",1.946071063
"Electricity generation","Solar","","FPS","IND","Power","TWh","2020",38.89835466
"Electricity generation","Solar","","FPS","IDN","Power","TWh","2020",0.163697606
"Electricity generation","Solar","","FPS","JPN","Power","TWh","2020",71.52330116
"Electricity generation","Solar","","FPS","MENA","Power","TWh","2020",16.88243445
"Electricity generation","Solar","","FPS","RUS","Power","TWh","2020",0.513462076
"Electricity generation","Solar","","FPS","SA","Power","TWh","2020",2.666653128
"Electricity generation","Solar","","FPS","ZAF","Power","TWh","2020",5.854706839
"Electricity generation","Solar","","FPS","SEAO","Power","TWh","2020",11.29900008
"Electricity generation","Solar","","FPS","KOR","Power","TWh","2020",10.39159513
"Electricity generation","Solar","","FPS","SSA","Power","TWh","2020",1.132394993
"Electricity generation","Solar","","FPS","GBR","Power","TWh","2020",16.30497967
"Electricity generation","Solar","","FPS","USA","Power","TWh","2020",328.5662004
"Electricity generation","Solar","","FPS","WEU","Power","TWh","2020",131.8530056
"Electricity generation","Solar","","FPS","WORLD","Power","TWh","2020",937.9153007
"Electricity generation","Onshore wind","","FPS","AUS","Power","TWh","2020",16.59609206
"Electricity generation","Onshore wind","","FPS","BRA","Power","TWh","2020",56.16254776
"Electricity generation","Onshore wind","","FPS","CAN","Power","TWh","2020",30.94140393
"Electricity generation","Onshore wind","","FPS","CHN","Power","TWh","2020",429.8961756
"Electricity generation","Onshore wind","","FPS","CSA","Power","TWh","2020",31.35602596
"Electricity generation","Onshore wind","","FPS","EEU","Power","TWh","2020",6.632116994
"Electricity generation","Onshore wind","","FPS","EURA","Power","TWh","2020",3.179793833
"Electricity generation","Onshore wind","","FPS","GCC","Power","TWh","2020",0.025779589
"Electricity generation","Onshore wind","","FPS","IND","Power","TWh","2020",63.01473857
"Electricity generation","Onshore wind","","FPS","IDN","Power","TWh","2020",0.007103379
"Electricity generation","Onshore wind","","FPS","JPN","Power","TWh","2020",7.702198691
"Electricity generation","Onshore wind","","FPS","MENA","Power","TWh","2020",30.05454697
"Electricity generation","Onshore wind","","FPS","RUS","Power","TWh","2020",0.078452536
"Electricity generation","Onshore wind","","FPS","SA","Power","TWh","2020",3.568983048
"Electricity generation","Onshore wind","","FPS","ZAF","Power","TWh","2020",6.990654999
"Electricity generation","Onshore wind","","FPS","SEAO","Power","TWh","2020",7.28335717
"Electricity generation","Onshore wind","","FPS","KOR","Power","TWh","2020",2.449738585
"Electricity generation","Onshore wind","","FPS","SSA","Power","TWh","2020",0.795099231
"Electricity generation","Onshore wind","","FPS","GBR","Power","TWh","2020",35.05863829
"Electricity generation","Onshore wind","","FPS","USA","Power","TWh","2020",116.6148342
"Electricity generation","Onshore wind","","FPS","WEU","Power","TWh","2020",288.6059963
"Electricity generation","Onshore wind","","FPS","WORLD","Power","TWh","2020",1137.014278
"Electricity generation","Offshore wind","","FPS","AUS","Power","TWh","2020",0
"Electricity generation","Offshore wind","","FPS","BRA","Power","TWh","2020",0
"Electricity generation","Offshore wind","","FPS","CAN","Power","TWh","2020",0
